input,label
"They all made false statements that they were U.S. citizens- submitted fraudulent Social Security cards, driver's licenses and state ID cards - to their employers to take #jobs From LEGAL Workers #LaborDay #laborday #MAGA #SendThemHome #HireAmericans ",1
@user Our website is now LIVE!Please visit & share to show your support for the victims of criminal actions by animals that should not be here in the first place. Order a brick for our memorial wall in their memory.#RETWEET#BuildThatWall#ThursdayThoughts ,1
for bringing the German Rapefugee Knife Culture to Brazil. ,1
@user Hey illegal alien invader Hugger @user #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall ,1
"Soon I'm done fucking, bitch put your shoes on ",1
hannah hoy from hubbard a xanny fiend poppin bitch talkin to her ex and mine little crack whore 😂😂 wassup w it hannah ,1
"#WakeUpAmerica. Don't think for a second anyone wanting to bring these animals into our country has your best intentions in mind. Europe needs to clean their shit up, and clean the shit out of office before it's too late. #BuildTheWall #BuildThatWall ",1
"These niggas fuck 12 bitches, but call you a whore for liking another niggas post ",1
Illegal immigrants cited in theft of 39 million Social Security numbers #Illegalaliens - this is how they get a better life - than the people whose IDs they steal. ,1
@user @user Veterans firstRefugees go home ,1
"@user @user @user @user Good, it will help with the illegal alien problem. Now we need to #BuildThatWall #MAGA. ",1
fucking dumbass fucking bitch fucking dumbass whore ,1
@user @user You must be the side hoe or the low key hoe you providing you fuck with him a bitch who fw… ,1
"You know Ima get it bitch 💰 until my casket closed⚰️ , I've been chasing paper 💸 nigga you been chasing hoes 😴 ",1
@user Bitch you seen my mf tweet hoe ,1
"This white lady just told me I was ""too young"" and ""a baby"" BITCH I'm married with 1.5 kids, paying my own goddamn bills, 🗣 lee me alone hoe ",1
"Fuck these hoes !!! They ain't gone send you nowhere but to the clinic or hell , let that bitch keep them problems… ",1
Bitches b saying no but body b saying yes ain't nobody bout to rape u bitch 😒 ,1
um who are you is probably the most dumb bitch response from a spoiled whore you could get. ,1
#BuildTheDamnWalland keep this criminal trash out of USA #NoDACA #2A ,1
"#SendThemHome #NoDACA #TheyAreReturning To Their Home Countries Educated, Healthy & MultiLingual ",1
We dont want ppl from 3rd world shithole countries living here. .we have enough problems of our own #StopImmigration entirely. #deport them all.. #MAGA #KeepAmericaGreat #BUILDTHEWALL #GOP ,1
@user @user GOOD 'IDEA' TBH #refugeesNOTwelcome #Brexit #BoundaryCommission #BoundaryReview ,1
@user Well if you pay for the walk we wont have to pay for this illegal children or their parents #BuildThatWall #WalkAwayFromScoialism #WalkAwayFromDems ,1
"Fuck those ultra liberal cunt rags on ""The View"". They should be careful of what they say. They're hateful bitches pushing tainted agendas. ",1
HOES BE WANTING YOU TO FEEL SOME TYPE OF WAY AND BE MADD SO BAD! BITCH NOBODY WORRIED BOUT YOU...... ,1
"America, weve been INVADED! This is not immigration, it is an invasion-thousands now entrenched & prepared to cause mayhem, street battles far worse than gang warfare. DEMS have been highjacked by communists/socialists/subversives! #MAGA #IllegalAliens @user @user ",1
"Sit up with hoes and discuss you , like nigga who raised you bitch ass ",1
i ain't treatin or spoilin no bitch unless she da main main got me fucked up haha who u think u foolin ? let hoes cash you out pimp ,1
@user Mannn shut your bitch ass up.. your hoe ass was rooting for George Zimmerman murdering ass.. Fuck you ,1
"T went from ""rape a pregnant bitch and tell my friends I had a threesome"" to singing about gardens and love wow the character growth ",1
A hoe is always gonna be a hoe and a bitch is always gonna be bitchin.. you're both ,1
"@user , Chuck Todd will not debate you for the same reason that Carrot Top would not fight Mike Tyson in his prime. BOTH Todd & CT w/be decimated & never the same. Which in Todd's case w/be a good thing.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #USA ",1
@user I have one already fat bitch you get no bitches and get bullied online and irl 😂 fat ugly whore even your own homies crossed you ,1
"Sweden has finally had enough. If only, our lame-brained government would do something similar. #BuildTheWall #BuildTheDamnWall #DeportTheSoftInvaders #StopAnchorBabyCitizenship #EndChainMigration ",1
Bitch shut the fuck with your muggle ass...avada kedavra hoe ,1
Any mfing time this hoe always trying to make it seem like I'm the bad person you call for your daughter bitch you got her. ,1
#BuildThatWallNow I do not want those vile thugs in our country! #EndChainMigration #EndSanctuaryCities #EndVisaLottery #AngelFamlies ,1
Bitch shut your bubble gum ass the fuck up kick rocks hoe ,1
This is what the streets of the #uk will look like in 10 more years #Brexitnow #stopimmigration ,1
'DREAMER' Repeatedly Raped Young Girl In North Carolina via @user @user #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA ,1
"I hate Fiona , dis bitch a fucking whore 😂😂 ",1
Okay you know what you Chabby fans can't bitch that Gabi is over everyday when that whore Abigail has been on for 10 days straight #Days ,1
Kyrie was like Gee Money. Lebron was like: Is that all this about some skeezer fuck that hoe bitch you think I give a fuck about her LMAO! ,1
Hey Bitch stop quoting Jimmy Tatro you fake ass bitch hoe ,1
@user 'NON-#FakeNews TRANSLATION': 'DESPICABLY 100 (ONE HUNDRED) % (PERCENT) ACCURATE' #refugeesNOTwelcome #Brexit #Liverpool ,1
I like my niggas mean😍😍😍 If a bitch touch you look at her like she got horse shit on her shirt😘 and tell that hoe too back tf up 😁 ,1
Idgaf what the fuck y'all got going on. He ain't my problem no more bitch. 👌#IKnowYouLurkingHoe ,1
More than 45 illegal aliens found in refrigerated truck near Laredo #DeportThemAll#BuildTheDamnWallJust another day at the Texas BorderThank you ICE and Border Patrol for the work that you do ,1
@user I'm so mad who gets me sick in summer like you're a bitch whoever it was 😂😂😂 ,1
When you fighting a weak ass bitch and she gotta pepper spray you! #hoesitdown ,1
"@user @user Muslims attacked US on 9/11, 3000 killed. Subsequently we allowed more Muslims in our country?!?Does this make any sense to you?You can thank Obama, his liberals minions, RINO's & political correctness. #MuslimBan #BanIslam #TravelBan #DrainTheDeepState #DeportThemAll ",1
"@user @user @user @user Good shut it all down let's get this wall built, if was up to me illegals would leave this country by Catapulting not ICE. #DeportByCatapulting #StopOpenBorders #BuildThatWall #MAGA ",1
@user @user Bitch watch out lil red tx hoe on my click I'll fuck you up ,1
@user Bruh this bitch so pale and ugly. Disgusting ass racist white cunt ,1
@user i hope this bitch gets raped ,1
@user #SendThemHome we do not need those #Students here in #Canada ,1
@user damn bitch you gotta comment under everything i say . groupie ass hoe ,1
@user Yes bitch lets go ,1
@user @user #ILLEGALS aren't kept in cages you fake Bishop! THAT pic was a #PublicityStunt at a whacko #Soros funded #Protest Fool! #ILLEGAL #FamiliesBelongTogether in #Mexico ! #DeportThemAll EVERY #Illegal is a criminal! #VoteRed 4 #AmericanDreamers AND #AmericanFamiliesFirst ,1
me: be kind to everyone x spread love and positivity x  me after a bitch crosses my path: rot in hell you dumb whore ,1
a bitch that can fight will be quick to tell you what your man is doing it's these scary hoes that keep quiet lmao ,1
"this hoe wasn't even a love , you was a like ... you dum bitch ",1
@user @user My question to Obama & the libs: Do you leave your home's door wide open when you sleep so that anyone can walk in? Or do you keep it locked so that if someone tries to enter they have to knock so that you can find out who they are before letting them in? #BuildThatWall ,1
@user lol I'm weak Cecily you better tell that lil bitch she ain't shit👏👏 uglyyyyyy ass hoe ,1
@user Bitch you lame as fuck. I don't give a fuck if you're in China hoe watch your ducking mouth ,1
bitch you been havin 2 / 3 dick appointments in a day but don't shower in between lmao dirty luh hoe 😂😂😂 ,1
"""Manhunt for Illegal Alien who Almost Killed African American Teacher That an """"Open Borders"""" Judge Released@realDonaldTrump is right about Liberal Judges-#WWG1WGA#GreatAwakening #MAGA#walkaway-because -@TheDemocrats put #IllegalAliens before Americans."" ",1
@user BITCH HOW DARE YOU SUPPORT NACYS HOE ASS!!! IF SHE HAD LISTENED BARB WOULDNT OF DIED ,1
Illegal Aliens Rack Up 28 Charges Of Child Rape/Child Sexual Assault In NC In January Alone via @user is outrageous!What is going on in NC?Why are the citizens allowing this depravity?#BanSanctuaryCities#DeportThemAll #DeathPenalty#ChildRape ,1
in 1980 when TX was 70% White who would have imagined that today(under 48% white)the MOST POPULAR TX SURNAME is Garcia or Martinez? it's a Mexican INVASION NOT #immigration =it's time to REMEMBER THE ALAMO! #NoDACA NO #DacaDEAL #Amnesty means #OpenBorders ,1
how bout you mind your fucking business bitch. be moral....silently. hoe. ,1
Tired of Forced UN Multiculturalism and Rape Gangs in Stockholm: Swedens Anti-Muslim Refugee Party Set For Record Wins As Election Days Away. #DeportIllegalimmigrants #DeportThemAll #GoHome ,1
"Many of these were in El Paso, home town of Beto ORourke running for Senate. He campaigns for open borders. 25 illegals this week dropped off at Walmart to load into Semis more from stash houses. This why Texas needs @user stop human smuggling.#BuildThatWall ",1
katara u dumb retarded cunt bitch he is an actual human being with actual feelings ,1
i don't even know that rapist pedophile dyke tranny bitch whore. tell her to go suck her own dick! AND YOU DIDN'T K… ,1
We need to cut them off and get them out of here. #BuildThatWall #MAGA #POTUS. ,1
If she cheat on her bf for you don't let that hoe tell you you special... that bitch fuckin errrbody play ya part big pimpin ,1
"The Nature of the Hispanic is to Abuse, Corrupt and Subvert!!All Anchors must Go. And the 14th Amendment Retroactively Clarified.#DeportThemAll #BuildTheWall #MAWA #MAGA #AmericaFirst #USA#TrumpTrain #CCOT #WhiteGenocide @user @user ",1
"""Hey MPs_how many more times does this scenario hav 2 play-out b4 u WAKE-UP & smell d-BullSheet _this EU multicultural BS has been a clever""""invasion""""2 Destroy all NAT'L societies 2makeWAY 4_a_NWO oneWORLD Gov._U can't live in Peace with Barbarians whoWANT 2conquer U _DEPORTthemALL"" ",1
@user The fact that they are here illegally makes them criminals -why reward that behavior? Not coming here for Freedom more like the FREE STUFF -If we did not give illeagals FREE STUFF they wouldnt be here #BuildThatWall ,1
Rapefugees should be fucking shot. ,1
"Trump wants to deport illegal aliens with 'no judges or court cases' #MeTooI am solidly behind this actionThe thought of someone illegally entering a country & showing no respect for its laws,should be protected by same laws is ludacris!#DeportThemAll ",1
Enough! #BuildTheWall #DeportThemAll Send the criminals BACK to their country of origin (once we have a GREAT big WALL!) ,1
"@user GOD BLESS ICE, THANK YOU FOR GETTING ILLEGAL ALIENS OUT OF OUR SOVEREIGN COUNTRY AND OFF OUR STREETS. #NoSanctuaryStates #NoSanctuaryCities #NoDACA #NoAmnesty #NoCommunists #NoSocialism #AmericaFirst #AmericansAreDreamersToo #MAGA #KAG ",1
This bitch got one time to fuck wit me or my dad n ima let her whore ass know ,1
@user Its time for the refugees to go home. Inclusion failed #sendthemback ,1
ICE files detainer against man suspected of shooting Fort Myers police officer via @user Yet another shooting of a citizen and police officer that would not/should not have happened if our laws were enforced.#DeportThemAll ,1
"Bitch take ""Kardash"" out yo name. You ain't worthy hoe ",1
You was a hoe in high school now you a hoe in college congrats lul bitty bitch 😂 ,1
@user OK BITCH WELL ILL LEFT SWIPE YOU AGAIN HOE BYEEEEE ‼️ ,1
Bitch call me ugly again you dumb whore 😂 stay tf where you at and outa my business you mad ass bitch 🖕 -Ashhh 😘 ,1
"Being in the country illegally is not a victimless crime. Millions of Americans, in many cases children, are having their identities stolen to enable criminal activity!#BuildThatWallIllegal immigrants cited in theft of 39 million Social Security numbers ",1
"I'm ""a crazy bitch"" & ""a hoe"" but you were crying for me back a week ago?🤔‼️ crazy ",1
"@user Your such a bitch,you Leach off of nigga and ik u are probably not gonna read this probably because your sucking dick u whore ",1
"@user @user @user We must stop importing refugee terrorists, we should never play Russian roulette with lives of British citizens. #westminster #parsonsgreen #carolinelucas #refugeesnotwelcome ",1
If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm! ,1
Illegal Alien Raped Woman On Her Front Porch via @user @user @user #BuildTheWall #DeportThemAll#KeepAmericansSafe#NoAmnesty #NoDACADeal ,1
Fucc these hoes get you a bitch with good credit 😆💵 ,1
@user None of this would be an issue had these parents not VIOLATED our country's sovereign laws and Illegally entered our country!#SENDTHEMBACK #SendThemALLBackNOW ,1
@user Bye! Get the fuck out! GO! GO!!! Bye Felicia with your stupid sharia-loving ass!!! GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#SendThemBack #AgainstShariaLaw #BuildTheDamnWall #Chemitz #Brexit ,1
"Illegal Alien Gang Member Wanted For Sex-Trafficking Of Children @user This is not an isolated incident, this happens far to frequently!When will you#KeepAmericaSafe#BuildTheWall#MaximumSentencing#DeathPenalty#DeportThemAll ",1
Even muslim children are pieces of shit. #deportthemall #nomuslimcanbetrusted #fuckislam! ,1
"That 'anonymous source' piece in the NYT is so over-the-top & anti-#POTUS , it smells like Omarosa had something to do with it. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #DrainTheSwamp #LiberalismIsAMentalDisorder ",1
"When you gotta break check a little teenage bitch at 7am, already. Learn to drive hoe ",1
Like that ugly ass bitch earlier who said I don't blend my makeup 😂 that wasn't tea. That was a cunt making an inaccurate statement. ,1
I know I must make a lot of you hoes sick; All I can tell you is get use to it bitch 😘 ,1
"@user @user By god there is a lot of woman and children got off that boat eh,poor holiday makers paying good money to go on holiday to witness that #roundthemup #sendthemback ",1
bitch you don't deserve a good relationship stop lol nobody on this god damn earth would ever wanna hold ur hoe shit ass down ,1
@user Like um bitch I'm mentally ill u cunts?????? ,1
Send them home! Damn congress for funding this. It is straight up treason & abuse of power.#BanIslam#DeportRapefugees ,1
"He's implying the Chemnitz demonstrators are nazis. They are family members, friends and general public who've had enough of the mass rapes and murder of children, relatives & friends by gimmigrant rapefugee invaders! ",1
If i see and know you a hoe why would i hit you back up lol this bitch got a new nigga in her snap every day c'mon now females in GA WILD! 😂 ,1
"I hate a hoe that wanna be bold asf till you confront they ass 😑 then they all like ""I never said that"" bitch stfu and catch this shit ",1
"@user @user @user @user @user @user @user @user @user @user On NYC radio it was bluntly stated that. IT IS MS13 And the victims were from a rival gang. IT IS MS13. WE NEED ICE; WE NEED POLICE; We need the WALL #BuildThatWall #POTUS is doing the right thing, protecting AMERICANS. VOTERED #RED_TSUNAMI2018 ",1
@user @user @user @user @user That bitch a whore in real life. I can smell it ,1
"@user Bitch I already did that shit, but I'll do it again to prove you a hoe ",1
A nigga never go respect a bitch who post nothing but have naked pics on here or showing there ass 24/7. You go be looked at as a rat hoe ,1
#BanRapefugees #BanIslamInTheUS Ten-Year-Old German Boy Raped by Migrant Classmates on School Trip via @user ,1
"Do something about this immediately, @user This is a national security crisis. #DeportIllegalAliens #EndChainMigration ",1
"Say lul bitch you can't fuck with me if you wanted to , these expensive these are red bottoms these are bloody shoes. 🔴💰💸 ",1
"N.J. man charged with human trafficking, sex assault of 18-year-olds #WWG1WGA #BuildTheWALL #ThesePeopleAreEVIL #Pedovores #NoDACA #GreatAwakening #PedoGate #PizzaGateIsREAL #PedoWood #HollyWeirdPANIC #TruthMatters #MKUltra #EndChildSexTrafficking ",1
And who claims rape on twitter lol. Uh come on now bitch .. ,1
"And you're a hoe like you I said mind your business or get slapped, you wish it was you they was arguing over bitch… ",1
"@user On the way home from stealing at walmart they wreck the car they are driving with stolen plates, no insurance and no drivers licence. To cover the expense, MY car insurance goes up $50 every 6 months. #SendThemBack #BuildTheWall ",1
"Shoes? $1,200!  Glasses? Like $400.  But bitch, my outfit??  $20, bitch.    Get yourself together, bitch.  Learn how to budget, hoe. ",1
"@user TF you gonna do hoe ass ? get the fuck outta my dm's hoe, unless you really wanna it bitch ",1
@user bitch were thot whore dont send me anything again faggot ,1
@user little bitch ha wait till i get my hands on u cunt fuck ,1
"#ChildSexTrafficking #IllegalAliens #ChildTrafficking #WakeUpAmerica THEY ARE HERE TO KILL OUR KIDS BECAUSE BUSH, CLINTON, OBAMA KILLED THEIR FAMILIES IN MIDDLE EAST! This war started in Tripoli WHEN THE MUSLIM PIRATES ATTACKED OUR NAVY SHIPS WAR 1812 ",1
All they need is TLC thats BS #SENDTHEMHOME ,1
The worst possible answer to this illegal invasion is to catch a criminal illegally entering in this country and reward him or her with a ticket and release into this country where he or she has no right to be. #TCOT #illegalAliens ,1
You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe. ,1
"""@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist """"art"""", a """"remembrance wall"""" for rapefugee invaders in Liverpool."" ",1
"@user We voted to stop our invasion, not a tax cut.#BuildTheWall #DeportThemAll ",1
"Illegal Alien CrimeAn overwhelming majority of the Illegal Alien crimes I post every single day, EVERY SINGLE DAY, are committed by dREAMER age criminals!These heinous monsters are who the Left describes as magnificent patriots.#BuildTheWall #DeportThemAll #KeepAmericaSafe ",1
"@user I'm not drove bitch, you THINK YOURE DRIVING ME BUT THE GAG IS, I'm not mad and I'm beating yo ass now. Bum hoe ",1
@user @user Sure you want #illegals to flood our state. You care nothing about #citizens but more about #IllegalAliens ,1
i promise i don't miss you bitch shut ur whore mouth tysm ,1
"""(Approx. 133,800 sex crime arrests among """"criminal aliens"""" incarcerated in USA from 2011-2016 according to GAO, primarily from Mexico & Central America.) (Mexico isn't a race.)#SendThemBack #NoAmnesty #BuildTheWall #EndChainMigration #EndTheVisaLottery #EndAnchorBabies #NoDACA"" ",1
I'm really too grown to get out w a Bitch to fight but it's a certain level of disrespect with you whores and I will handle mine ,1
@user @user That's what happens when illegal aliens have a free pass. #BuildThatWall ,1
The next hoe that you love I bet I'll make that hoe my Bitch 😘🤘. ,1
Another @user dreamer in the news.#MAGA#BuildTheWall#nosanctuarybrewster#NoDACA ,1
Most Wanted: Illegal Aliens Wanted For Gang Rape Of Two Teen Girls In Ohio @user When is enough enough?#HonorYourOath#KeepAmericansSafe#BuildTheWall #DeportThemAll ,1
My momma should've killed my pop and his cunt bitch lmao. At 6 I would've been like TAG ME IN MA!!! Slicing ankles and shit. ,1
Another DREAMER living the DREAM.Gunman in Cincinnati bank shooting that killed 3 identified as 29-year-old Ohio resident - ABC News - via @user #NoAmnesty #MAGA #TheWall #EndDACA #Kavanaugh #MorningJoe ,1
Per country cap? How about ZERO as a cap? American workers are struggling against over 11 million #illegals millions of #H1B shoved aside in the #job market by foreign #greencard #invaders #MAGA SAY NO TO #HR392..stop foreign worker invasion completely #BuildTheWall #sendthemback ,1
@user @user @user I hope they rape ur mom bitch ,1
How often does this have to happen??. #BuildThatWallCriminal Illegal Alien Accused of Sexually Assaulting Eight-Year-Old Florida Girl ,1
.@KamalaHarris says Dreamers represent the best of what #America has to offer 60K with arrest records NOT OUR BESTNote to #KamalaHarris USCIS Director Cissna~you could be arrested a whole lot of times and still get DACA#NoDACA ,1
Every man Cheat and Every bitch lie. Call it Even Lil lil Lil whore #blacYoungstavc ,1
Oh hell no send the whole plane back smh #jfk #sickpeople #runningfever #nyc #dubai #sendthemback ,1
@user There goes the neighborhood! #SENDTHEMBACK ,1
"And remember people, the bitch that OJ killed was a lying cheating whore, so get over her! ",1
@user BITCH YO DIRTY ASS SEE ME CALLIN YOU HOE FUCK U IM OTW TO YO GRANNY HOUSE LIKE RN ! ,1
FUCK @user   UGLY GOD A HOE  FLEXING LIKE YOU GOT IT BITCH I KNOW YO ASS IS BROKE ,1
Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome ,1
3 Americans Killed by Illegal Alien Drunk Driver #NoAmnesty #DeportThemAll #KeepAmericansSafe ,1
Bitch you came on TWITTER to say this?! Hoe. ,1
"bitches be on this hoe reading threads on how to take care of their man and please em, like bitch if you don't figure it out fo yoself lol ",1
#IllegalImmigrants have NO RESPECT for the country they are in; we need to protect our borders #MAGA #winning @user @user @user @user @user @user @user @user @user #ProudAmerican #WalkAway @user @user @user @user ,1
Shut your dumbass up bitch we all know you a hoe ,1
I wasnt talking about you in my tweet But if that shoe fits ya then lace that bitch up and wear it. ,1
"""Germany: Doctor Stabbed to Death in His Own Surgery by Somali """"Asylum Seeker"""" Migrant, His 10-Year-Old Daughter Forced to Watch #BuildThatWall #BuildTheWall #ImmigrationReform #Immigration #Germany"" ",1
21 savage: You put a ring on that bitch and she a freak hoe     Also 21 Savage: ,1
Police find illegal immigrant suspected of teen rape in Ohio cowering under a bed in Texas @user @user #BuildTheWall #DeportThemAll #NoAmnesty #DeathPenalty ,1
Another reason to #BuildTheWall and #DeportThemAll. ,1
@user I hate this country and its rules for one and no rules for another when are we going to man up and stand up to these filthy ppl coming into are country and riding the arse off us? #sendthemhome ,1
Wow bitch!!! Why don't you worry about your own damn self. At least she isn't the hoe that you are! Sure her day will be great w/out u in it ,1
"@user @user @user @user Send them ALL back to their shitholes. They need to stay and make their own shitholes better instead of leeching off of us. No wonder Latin America is a third world shithole, except maybe the white majority countries Chile and Uruguay. #DeportThemAll #BuildTheWall #KAG ",1
🙄🙄 just @ me bitch. please. i like telling hoes like you bout theyself. 💯 ,1
Yes! ThankQ! .@POTUS Violent criminals out! You do not have the right to be in the US! You should earn it! #deportillegalimmigrants #MeritBasedImmigration #BuildThatWall #VoteRedToSaveAmerica #TheRainMakers #TrumpWorld ,1
@user A German has been murdered by a Migrant. #DeportThemAll ,1
If you think crimes caused by the #Migrant influx into #Germany is exaggerated you need to follow @user for your daily dose of cultural enrichment #news. #canpoli #cdnpoli #IllegalAliens #migrants #invaders #immigration #conquest ,1
Absolute state of that cunt that just served me in Dunne's. Ignorant bitch ,1
"Why end DACA? This is why! The respect right there uncalled for. Send them back, deport asap! #illegalimmigration #wetbacks#AmericaFirst #BuildThatWall #BorderPatrol ",1
Illegal Alien Raped Girl In Kentucky via @user @user #BuildTheWall #DeportThemAllStop Putting Citizens at unnecessary risk!#HonorYourOath#DeathPenalty ,1
@user Utch cunt in ass lovllll twt owned u bitch cunt fuck ,1
ANOTHER ILLEGAL IMMIGRANT ASSAULTS YOUNG GIRL - FLORIDA.#IllegalImmigration #StopTheMadness ,1
@user '#Sweden' HAS 'FINALLY WOKEN UP'! BUT 'MANY PEOPLE' ARE SAYING THAT IT IS 'TOO LATE' UNLESS 'VERY DRASTIC MEASURES' ARE TAKEN 'IMMEDIATELY' TO '#MAKESWEDENGREATAGAIN'! #SwedenElection #SwedenElections #SwedenDemocrats #SwedishDemocrats #svepol #refugeesNOTwelcome #Brexit #MAGA ,1
She's a bitch...   No less than a whore. 😡 ,1
Bitch it's Gucci Mane & Metro if Metro don't trus' you imma fuck you in yo ass hoe #Gucci #Wizop #Tho #MetroBoobin #Boominati ,1
Biggest hoe in Redding bruh so any nigga fucking with her I'm telling you now the Bitch got STDS 💀💀 ,1
"I have punched a kid, smoked weed with a cancer child. Killed a dog. Raped and got raped by some crazy bitch. There IS a line though.. ",1
Jihadists in action more reason to #sendthemback #Auspol @user @user @user ,1
13 Americans Victimized by Illegal Migrant Crime in One Week @user @user Why won't you STOP this constant assault on American citizens and the steady invasion by foreigners on US soil?We the People Demand an end to this!#DeportThemAll ,1
Getting played like bitch why you so jealous... I'm not gone brag onna nigga I'm playing. That's what HOES do ,1
He gone tell me he gotta come to MY house so ME can wake him up for work in the am😒 bitch have one of yo hoes wake you up ,1
#ILLEGALimmigrants Don't be #Europe: ,1
@user Should Move to Deport Immigrants on Welfare as Public Charges We Dont Owe them Our Tax Dollars #RedNationRising #Trump #MAGA #SendThemBack via @user ,1
We need to show people more of what's really happening in the EU countries who have open borders! @user @user @user @user @user @user #BuildThatWall #WakeUpAmerica @user #MAGA #TuesdayThoughts ,1
Previously Deported Illegal Alien Charged With Raping 15-Year-Old Girl In Kansas How many more victims?#BuildTheWall#DeportThemAllCrime was committed with premeditation during the commission of a Felony.#LifeWithoutParole#DeathPenalty ,1
That moment you completely realise that you've been rolling with a whore but you knew a hint bout it before @user Bitch ,1
HOW MANY DACA HAVE BEEN ARRESTED FOR SMUGGLING PEOPLE OVER THE BORDER?#NoDACA #nohr392 #noh4ead #NoAmnesty ,1
"Yes, why is it not closed down and everyone in it deported, they are not our friends, invaders who do not assimulate into our country, time for them to go @user @user #BuildTheWall #EndDACA #BoycottNFL #BoycottNike #LockThemAllUp ",1
"@user @user @user WTF do those POS have to do with an illegal that murdered a police officer? You really want to connect home grown mass murders with criminals that we were in the process of EXPORTING back where they came from, clearly we don't need anymore, we've had enough! #SendThemBack ",1
I can never get mad over a bitch cause i know my place .. the madness come in when you keep being friendly with this hoe 💯 ,1
You can continue to sit in the punk bitch section with all the other blocked hoes ,1
@user Please honor your threat to #DefundPlannedParenthood & #SanctuaryCities. @user needs to do their job. #IllegalAliens are CRIMINALS.#DeportThemAll #NoAmnesty #BuildThatWall ,1
Keep ya bitch hood ... you don't want to play hop scotch w/ them scamming hoes in Hollywood. ,1
@user @user Stuck up bitch why can't she be a success whore once ,1
"Rich as my bitch on the side hoe I got more than you know, HOE I GOT.! Look watch ",1
You be chasing them hoes fuck what a bitch think ,1
"@user that bitch ain't too good to be touched, whore has never had a job in her life and thinks she's better than somebody else. #RESISTANCE ",1
Stop tweet watching my shit bitch you don't even follow me HOE ,1
"@user 1o million, one cent less, i am a liei8ng son of a bitch and my mom is a whore ",1
No bitch you need to answer the phone you fake whore😊 ,1
Fucking hate females on here who just whore themselves out and then moan when guys respond! Fake bitches! Thankfully i DON'T respond! ,1
"@user you want to restart Catch and Release???#NoHR392#NoDACA#NoH1b until labor participation rate is at least 80%#NoCatch&ReleaseIllegal Alien Accused of Raping, Trafficking Girl in Louisiana | Breitbart via @user ",1
But I'll just look at God and be like...let that worthless cunt cry a fucking river until she drowns herself in it...fucking hypocrite bitch ,1
"Swap shoes with me, bitch. Lets see how you would cope. ",1
There will be a Cronulla Roits 2 in Melbourne. #wearesickofit #sendthemhome ,1
#germany deserves to called #cuck/land they allow in #isis fighters as #Refugees even if they raped underaged girls. this #yazidi girl is scared of this and she is forced to see the face of her rapist.#refugeesnotwelcome should apply to these scum ,1
We are living in dangerous times. Losing our identity while the #IllegalAliens steal them. They steal our jobs. #BuildThatWall #stopillegals #saveourjobs #MAGA #DrainTheDeepState #AmericaFirst #AmericansFirst ,1
Illegal Criminals EVERYWHERE #BuildThatWall !! ,1
"she's a hoe, she's a bitch, she's ugly. but you dated her??????? please take a seat ",1
"""everyone's condemning #Miller with uncles article, yet no one mentioning in 1st para """"He set foot on Ellis Island on January 7, 1903, """" HE came & sent for family LEGALLY! big differences than people overstaying visas, lying to get in, and crashing borders!#SendThemBack"" ",1
Border agents in South Texas saw increase in migrant families make illegal crossings in August? Shoot on sight! #tcot #UniteBlue #Texas #Illegals #IllegalAliens #IllegalImmigration ,1
"- I'm Soo Tried Of These Under Cover ""DICK SUCKING ASS HOE'S"" 🍆💦 Bitch You Know You Out Here Slang Puss 😹 Stop Trying To Play Hard 😂 ",1
You sound like a bitch in sum messy hoes business ,1
#BuildThatWallThis is like an army of men coming thru to the USA Looks like new camouflage clothes on them and drugs coming in! @user @user ,1
two-faced bitch u fuckin annoying cunt 😝😅 ,1
Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins at work R PROBABLY ILLEGAL ALIENS. ENOUGH IS ENOUGH. #BuildThatWall #WalkAwayCampaign #MAGA ,1
"Another brutal murder occurs at the hands of Illegal Aliens in US. #DeportThemAll #KeepAmericaSafeIllegal Aliens involved inMurder, Rape, Child Molestation, Drunk Driving homicides, massive ID thefts, are all too frequent today ! ",1
100 Bangladeshi Nationals Apprehended near Texas Border in 3 Weeks | | There has to be an especially nefarious reason for all the Bangladeshis & Indians violating our border. Long way from home. Time to thank #ICE #CBP #DHS #BuildTheWall #DeportThemAll ,1
.@maddow Republicans in #congress dont want to see another Republican #impeached. @user & @user on #secret #recording said this all goes away if the Republicans dont keep the #House. #NunesTape shows plot to fire #Rosenstein. #VoteBlueNoMatterWho #SendThemHome ,1
Hispanic Invaders have been Destroying California!!!They have No Business being in our Country. Period.#BuildTheWall #DeportThemAll#MCGA #MAGA #AmericaFirst #USA#FoxNews #SundayMorning @user @user @user ,1
